,mapping_version,attack_version,technology_domain,author,contact,creation_date,last_update,organization,mapping_framework,mapping_framework_version,mappings_types,key
0,,9.0,enterprise,,,02/03/2021,10/27/2021,,cve,,"primary_impact,secondary_impact,exploitation_technique,uncategorized",0
