,score-category,score-value,related-score,tags,attack-object-key
0,Protect,Minimal,True,"['Azure Active Directory', 'Azure Security Center Recommendation', 'Identity']",0
1,Protect,Minimal,True,"['Azure Active Directory', 'Azure Security Center Recommendation', 'Identity']",1
2,Protect,Minimal,True,"['Azure Active Directory', 'Azure Security Center Recommendation', 'Identity']",2
3,Protect,Partial,True,"['Azure Active Directory', 'Azure Security Center Recommendation', 'Identity']",3
4,Protect,Partial,True,"['Azure Active Directory', 'Azure Security Center Recommendation', 'Identity']",4
5,Protect,Partial,False,"['Azure Active Directory', 'Azure Security Center Recommendation', 'Identity']",5
6,Protect,Partial,False,"['Azure Active Directory', 'Azure Security Center Recommendation', 'Identity']",6
7,Protect,Partial,False,"['Azure Active Directory', 'Azure Security Center Recommendation', 'Identity']",7
8,Protect,Partial,False,"['Azure Active Directory', 'Azure Security Center Recommendation', 'Identity']",8
