,score-category,score-value,related-score,tags,attack-object-key
0,Detect,Minimal,True,"['Azure Defender', 'Azure Defender for SQL', 'Azure Security Center', 'Azure Security Center Recommendation', 'Database']",0
1,Detect,Minimal,False,"['Azure Defender', 'Azure Defender for SQL', 'Azure Security Center', 'Azure Security Center Recommendation', 'Database']",1
2,Detect,Minimal,True,"['Azure Defender', 'Azure Defender for SQL', 'Azure Security Center', 'Azure Security Center Recommendation', 'Database']",2
3,Detect,Minimal,False,"['Azure Defender', 'Azure Defender for SQL', 'Azure Security Center', 'Azure Security Center Recommendation', 'Database']",3
