,score-category,score-value,related-score,tags,attack-object-key
0,Detect,Partial,True,"['Network', 'DNS']",0
1,Detect,Minimal,True,"['Network', 'DNS']",1
2,Detect,Minimal,False,"['Network', 'DNS']",2
3,Detect,Minimal,False,"['Network', 'DNS']",3
4,Detect,Minimal,False,"['Network', 'DNS']",4
