,mapping-target,references,metadata-key,mapping-description,key,id,name,comments,tags
0,Azure Alerts for Network Layer,['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-azurenetlayer'],0,,0,T1110,Brute Force,,"['Analytics', 'Azure Security Center', 'Network']"
1,Azure Alerts for Network Layer,['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-azurenetlayer'],1,,1,T1071,Application Layer Protocol,,"['Analytics', 'Azure Security Center', 'Network']"
2,Azure Alerts for Network Layer,['https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-azurenetlayer'],2,,2,T1133,External Remote Services,,"['Analytics', 'Azure Security Center', 'Network']"
