,mapping-target,references,metadata-key,mapping-description,key,id,name,comments,tags
0,Azure Defender for Key Vault,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-key-vault-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-azurekv']",0,,0,T1580,Cloud Infrastructure Discovery,,"['Azure Defender', 'Azure Security Center Recommendation', 'Credentials']"
1,Azure Defender for Key Vault,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-key-vault-introduction', 'https://docs.microsoft.com/en-us/azure/security-center/alerts-reference#alerts-azurekv']",1,,1,T1555,Credentials from Password Stores,,"['Azure Defender', 'Azure Security Center Recommendation', 'Credentials']"
