,mapping-target,references,metadata-key,mapping-description,key,id,name,comments,tags
0,AWS Shield,"['https://aws.amazon.com/shield/?whats-new-cards.sort-by=item.additionalFields.postDateTime&whats-new-cards.sort-order=desc', 'https://aws.amazon.com/shield/features/']",0,,0,T1498,Network Denial of Service,,"['Denial of Service', 'Network']"
1,AWS Shield,"['https://aws.amazon.com/shield/?whats-new-cards.sort-by=item.additionalFields.postDateTime&whats-new-cards.sort-order=desc', 'https://aws.amazon.com/shield/features/']",1,,1,T1499,Endpoint Denial of Service,,"['Denial of Service', 'Network']"
