,score-category,score-value,related-score,tags,attack-object-key
0,Protect,Partial,True,['Identity'],0
1,Protect,Minimal,True,['Identity'],1
2,Protect,Partial,False,['Identity'],2
3,Protect,Partial,False,['Identity'],3
