,score-category,score-value,related-score,tags,attack-object-key
0,Protect,Partial,False,"['Patch Management', 'Vulnerability Management', 'Configuration Management', 'Credentials']",0
1,Protect,Partial,False,"['Patch Management', 'Vulnerability Management', 'Configuration Management', 'Credentials']",1
2,Protect,Partial,False,"['Patch Management', 'Vulnerability Management', 'Configuration Management', 'Credentials']",2
3,Protect,Partial,False,"['Patch Management', 'Vulnerability Management', 'Configuration Management', 'Credentials']",3
4,Protect,Partial,False,"['Patch Management', 'Vulnerability Management', 'Configuration Management', 'Credentials']",4
5,Protect,Partial,False,"['Patch Management', 'Vulnerability Management', 'Configuration Management', 'Credentials']",5
6,Protect,Partial,False,"['Patch Management', 'Vulnerability Management', 'Configuration Management', 'Credentials']",6
