,score-category,score-value,related-score,tags,attack-object-key
0,Protect,Partial,False,['Data Security'],0
1,Protect,Partial,False,['Data Security'],1
2,Protect,Partial,False,['Data Security'],2
3,Protect,Minimal,False,['Data Security'],3
