,score-category,score-value,related-score,tags,attack-object-key
0,Protect,Partial,False,"['Containers', 'Vulnerability Analysis', 'OS Security']",0
1,Protect,Partial,False,"['Containers', 'Vulnerability Analysis', 'OS Security']",1
2,Protect,Partial,False,"['Containers', 'Vulnerability Analysis', 'OS Security']",2
3,Protect,Partial,False,"['Containers', 'Vulnerability Analysis', 'OS Security']",3
4,Protect,Partial,False,"['Containers', 'Vulnerability Analysis', 'OS Security']",4
5,Protect,Partial,False,"['Containers', 'Vulnerability Analysis', 'OS Security']",5
6,Protect,Minimal,False,"['Containers', 'Vulnerability Analysis', 'OS Security']",6
7,Protect,Partial,False,"['Containers', 'Vulnerability Analysis', 'OS Security']",7
8,Detect,Significant,False,"['Containers', 'Vulnerability Analysis', 'OS Security']",8
