,mapping-version,attack-version,technology-domain,author,contact,creation-date,last-update,organization,mapping-platform,mapping-platform-version,key
164,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,164
165,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,165
166,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,166
167,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,167
168,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,168
169,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,169
170,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,170
171,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,171
172,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,172
173,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,173
174,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,174
175,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,175
176,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,176
177,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,177
178,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,178
179,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,179
180,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,180
181,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,181
182,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,182
183,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,183
184,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,184
185,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,185
186,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,186
187,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,187
188,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,188
189,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,189
190,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,190
191,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,191
192,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,192
193,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,193
194,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,194
195,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,195
196,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,196
197,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,197
198,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,198
199,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,199
200,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,200
201,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,201
202,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,202
203,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,203
204,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,204
205,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,205
206,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,206
207,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,207
208,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,208
209,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,209
210,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,210
211,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,211
212,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,212
213,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,213
214,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,214
215,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,215
216,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,216
217,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,217
218,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,218
219,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,219
220,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,220
221,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,221
222,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,222
223,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,223
224,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,224
225,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,225
226,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,226
227,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,227
228,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,228
229,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,229
230,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,230
231,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,231
232,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,232
233,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,233
234,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,234
235,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,235
236,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,236
237,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,237
238,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,238
239,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,239
240,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,240
241,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,241
242,2.0,12.1,mobile,,,,,,VERIS Framework,1.3.7,242
